,Drama,Comedy,Action,Crime,Adventure,Fantasy,Horror,Thriller,Romance,Western,Documentary,Science Fiction,TV Movie,Animation,Music,Foreign,War,Mystery,Family,History
124578,4.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133682,4.25,4.25,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265566,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137465,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129811,2.4,4.375,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255238,1.0,4.25,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235690,3.1666666666666665,3.5,4.0,4.0,1.75,0.0,4.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110900,3.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117480,3.821428571428572,3.9375,3.1666666666666665,3.625,3.875,0.0,4.25,0.0,4.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123019,4.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48246,3.4477611940298507,3.375,3.388888888888889,3.15,3.05,3.6666666666666665,3.6666666666666665,3.6,3.0,3.0,3.1428571428571432,2.8571428571428568,0.0,3.0,3.0,0.0,3.0,2.6666666666666665,2.0,0.0
237768,3.5,4.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122387,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172208,3.611111111111111,3.6,3.25,3.5,3.0,3.0,4.0,3.5,0.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
187995,4.0,4.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16543,3.1764705882352944,3.0,3.1333333333333333,3.25,3.4285714285714284,3.6666666666666665,3.4,2.6,3.0,0.0,2.75,3.333333333333333,0.0,2.0,0.0,0.0,0.0,1.5,0.0,0.0
205736,3.5,3.5,3.0,3.5,4.0,0.0,0.0,4.5,0.0,3.5,4.25,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
228022,2.833333333333333,3.75,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40646,3.1818181818181817,3.0,4.0,3.5,3.0,0.0,5.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156407,2.625,0.0,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39655,3.9,3.0,4.0,3.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226919,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210844,3.0,3.0,3.0,4.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258527,2.75,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
263253,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99790,3.6590909090909087,3.7142857142857135,3.6875,4.0,4.0,3.875,4.5,4.0,4.5,0.0,3.0,0.0,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0
233897,4.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223915,2.875,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7507,3.555555555555556,3.333333333333333,4.0,3.0,3.5,0.0,3.0,3.5,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225347,4.25,3.5,2.5,0.0,4.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249264,2.0,0.0,4.0,2.5,0.0,1.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233675,4.0,2.5,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169609,4.111111111111111,3.75,4.25,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226466,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58475,3.96875,3.842105263157895,3.8,5.0,3.8333333333333335,4.333333333333333,4.0,4.333333333333333,3.0,0.0,2.6666666666666665,4.333333333333333,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0
111973,4.125,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125345,2.1875,3.75,3.083333333333333,1.8333333333333333,3.0,2.5,2.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0
143944,3.3,2.5,3.0,3.75,2.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19853,3.484848484848485,3.55,3.25,3.111111111111111,3.6666666666666665,4.0,4.0,3.333333333333333,0.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,3.333333333333333,3.0,0.0
55657,4.285714285714286,3.25,5.0,3.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60397,3.7222222222222223,3.779411764705882,3.6,3.5625,3.727272727272727,4.5,3.375,4.214285714285714,2.875,3.0,4.25,4.0,0.0,4.5,2.833333333333333,0.0,3.5,3.0,0.0,0.0
13774,3.95,3.9444444444444446,4.2,3.6,4.1,4.0,3.9,4.0,5.0,2.5,4.5,4.25,0.0,3.5,3.333333333333333,0.0,0.0,3.6666666666666665,0.0,0.0
25842,3.5,4.0,3.0,2.6666666666666665,4.0,4.0,4.0,4.0,0.0,0.0,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
40666,5.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
261775,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196223,3.75,3.333333333333333,3.25,3.8333333333333335,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139309,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210783,3.75,5.0,2.0,3.5,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113539,4.166666666666667,4.0,3.75,3.0,2.333333333333333,0.0,2.0,4.25,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
85255,2.5,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38491,3.1804123711340204,3.3365384615384617,3.3095238095238093,3.5789473684210527,3.130434782608696,3.625,2.7222222222222223,3.0,2.7857142857142856,3.5,2.9444444444444446,3.1428571428571432,2.1666666666666665,2.6666666666666665,3.5,0.0,4.166666666666667,3.0,4.0,2.0
124843,4.0,4.5,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171243,4.5,4.0,4.333333333333333,4.0,3.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233032,3.0,2.0,0.0,0.0,3.75,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258272,0.0,0.0,2.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29949,3.0,4.0,3.0,3.333333333333333,3.0,0.0,4.0,5.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259662,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1708,3.335526315789473,3.612903225806452,3.8333333333333335,3.4615384615384617,3.4166666666666665,3.4166666666666665,3.2,3.2,3.333333333333333,3.75,3.4166666666666665,3.8,4.0,3.25,2.5,0.0,0.0,3.8333333333333335,4.0,0.0
169519,4.375,4.25,4.0,4.0,3.6666666666666665,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26024,3.168181818181818,3.34,3.125,3.305555555555556,3.0,3.2857142857142856,3.1428571428571432,3.5,2.333333333333333,3.0,3.8,3.8333333333333335,4.0,3.5,2.333333333333333,4.5,3.2,3.375,3.333333333333333,0.0
237947,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191516,3.071428571428572,3.5,0.0,3.0,0.0,0.0,4.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120163,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99789,3.2291666666666665,3.875,3.3,3.3846153846153846,3.7,3.2,4.0,3.5,3.5,3.0,2.75,3.5,0.0,2.5,4.0,0.0,3.0,3.0,2.5,0.0
33445,3.75,3.571428571428572,3.25,4.333333333333333,4.25,4.0,3.4,3.5,5.0,0.0,3.6666666666666665,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
141023,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33523,4.0285714285714285,3.962962962962963,3.6818181818181817,4.5,4.4,3.4,4.333333333333333,4.5,5.0,0.0,4.0,3.0,0.0,3.5,4.0,0.0,0.0,5.0,4.0,0.0
230470,3.0,0.0,3.25,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141266,4.2,3.1666666666666665,4.166666666666667,3.0,3.75,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158608,3.2,2.75,3.333333333333333,2.8,3.6,3.5,2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114940,3.625,3.75,4.055555555555555,3.8333333333333335,3.4166666666666665,4.5,4.166666666666667,3.875,3.0,0.0,3.75,3.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185676,3.8,4.0,3.5,4.0,4.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176965,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7132,3.670212765957447,3.4855072463768115,3.5538461538461537,3.595238095238096,3.5166666666666666,3.466666666666667,3.48,3.46875,3.4,3.7,3.7222222222222223,3.5,4.0,3.4166666666666665,4.0,4.0,3.8333333333333335,3.6666666666666665,3.5,1.75
170425,3.5,4.5,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224137,3.75,5.0,4.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0
228638,3.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
135547,4.0,4.75,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117186,4.5,4.526315789473684,4.35,4.5,4.333333333333333,4.2,3.9,4.6,4.833333333333333,4.75,4.0,4.5,4.5,4.5,3.75,0.0,0.0,5.0,3.5,0.0
24461,3.2407407407407414,3.375,3.5625,3.5,3.083333333333333,3.6666666666666665,2.5,3.8333333333333335,4.0,3.0,3.0,3.25,0.0,3.0,3.5,0.0,0.0,2.5,0.0,0.0
19126,4.0,4.0,5.0,4.0,0.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
169212,3.8,3.5384615384615383,3.7142857142857135,4.0,3.333333333333333,4.0,4.0,5.0,3.0,3.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
189337,5.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22500,3.2258064516129035,3.333333333333333,3.4545454545454546,3.5,3.333333333333333,4.0,3.0,3.75,3.0,3.0,3.75,3.5,0.0,3.0,2.0,0.0,0.0,2.6666666666666665,0.0,0.0
152088,2.6,4.666666666666667,3.333333333333333,3.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230872,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264983,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58486,5.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16797,3.850649350649351,4.066666666666666,3.875,4.076923076923077,3.789473684210527,3.875,3.7352941176470575,3.75,3.7857142857142856,4.0,4.125,3.6666666666666665,3.875,4.0,4.5,4.5,0.0,4.333333333333333,5.0,0.0
256683,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176461,3.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212245,3.5,2.0,3.5,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9738,3.1153846153846154,3.391304347826087,3.4166666666666665,3.611111111111111,3.083333333333333,3.8333333333333335,3.083333333333333,3.25,2.5,4.0,4.25,2.0,0.0,3.0,2.5,0.0,0.0,4.5,0.0,0.0
189221,4.5,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16480,4.291666666666667,4.3,3.25,4.0,4.142857142857143,4.0,4.0,4.0,4.0,0.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0
83432,4.545454545454546,4.575,4.6944444444444455,4.714285714285714,4.625,4.75,4.625,4.75,4.2,4.75,4.125,5.0,5.0,0.0,4.75,4.5,0.0,5.0,4.5,0.0
240053,5.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71075,4.0,3.1666666666666665,3.6666666666666665,4.25,4.666666666666667,3.5,5.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
78582,3.625,3.4285714285714284,3.6666666666666665,3.75,4.25,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25744,4.25,3.8,4.0,3.5,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27685,3.333333333333333,3.4444444444444446,3.6666666666666665,3.6666666666666665,3.0,4.0,3.5,4.0,0.0,3.0,3.0,2.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
70765,2.875,4.0,3.5,4.0,3.6666666666666665,5.0,3.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189837,3.6428571428571432,4.5,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94078,4.05,4.2,4.375,4.5,0.0,0.0,0.0,3.75,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172266,4.333333333333333,5.0,0.0,5.0,3.5,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210535,3.75,4.5,5.0,4.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213232,2.4,4.0,3.75,5.0,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52902,3.9558823529411766,3.9047619047619047,4.115384615384615,4.363636363636363,3.9166666666666665,4.0,3.75,4.0,4.0,3.0,4.333333333333333,3.875,0.0,4.5,3.5,0.0,3.5,4.6,5.0,3.0
29722,4.4,4.5,4.833333333333333,4.5,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162215,3.0882352941176467,3.6,3.0,3.25,2.5,4.5,3.6,2.5,4.333333333333333,0.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0
54872,4.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74879,3.511627906976744,3.692307692307693,3.9090909090909087,3.1818181818181817,3.1666666666666665,3.6,3.5,3.333333333333333,3.0,0.0,4.0,3.5,0.0,4.5,0.0,0.0,0.0,3.5,4.5,0.0
195349,4.0,3.5,4.5,3.5,3.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96085,3.9090909090909087,3.75,4.5,4.0,4.333333333333333,4.0,4.5,3.0,0.0,0.0,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142596,3.1666666666666665,3.0,4.0,3.5,3.0,4.0,4.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257643,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257009,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99704,4.25,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238044,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16940,4.0,4.0,4.333333333333333,3.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87774,4.5,4.5,4.5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260559,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19401,3.6030927835051534,3.8285714285714287,3.8333333333333335,3.5128205128205128,3.25,3.75,3.962962962962963,3.5217391304347827,3.4736842105263164,3.5,3.3846153846153846,2.888888888888889,0.0,4.2,4.0,0.0,3.1666666666666665,3.8571428571428568,4.5,3.6666666666666665
184829,4.333333333333333,3.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168941,3.333333333333333,2.0,5.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44843,4.4,4.285714285714286,4.0,4.0,4.0,3.0,4.0,3.0,4.0,0.0,3.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,0.0
58029,3.9375,4.0,2.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156694,3.571428571428572,3.6,4.0,4.333333333333333,3.333333333333333,3.0,3.5,4.0,1.6666666666666667,1.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176491,3.75,4.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83866,3.675,3.615384615384616,4.15,3.7857142857142856,3.4,4.0,3.0,3.875,3.333333333333333,0.0,4.0,3.0,0.0,3.5,0.0,0.0,4.0,3.0,3.25,0.0
257834,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154066,3.571428571428572,3.4166666666666665,4.0,3.0,3.4,4.0,4.0,3.75,0.0,0.0,4.0,2.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
203422,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181184,3.8333333333333335,3.75,3.0,3.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32908,3.977272727272727,4.375,4.1,3.4285714285714284,3.7,4.333333333333333,4.1,3.25,5.0,4.5,5.0,4.5,0.0,4.75,0.0,4.5,0.0,0.0,0.0,0.0
15224,4.2,4.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133062,3.0,5.0,0.0,1.5,3.5,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231858,3.0,4.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247581,4.0,2.5,4.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141562,4.5,4.0,4.5,4.5,4.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224296,3.0,2.0,0.0,3.25,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153647,2.7,4.0,3.0,0.0,3.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44939,2.8846153846153846,2.901408450704225,2.833333333333333,2.6,3.0,3.1666666666666665,2.764705882352941,2.7777777777777777,2.75,2.8,2.8571428571428568,2.7,3.0,2.75,3.0,0.0,2.5,2.333333333333333,2.6666666666666665,2.0
134118,3.333333333333333,4.2,2.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193521,5.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56495,4.2105263157894735,4.0,4.0,4.0,3.8333333333333335,4.0,4.5,4.0,0.0,0.0,3.5,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
89190,4.142857142857143,4.461538461538462,4.0,3.8333333333333335,5.0,4.0,4.666666666666667,4.333333333333333,4.5,4.0,5.0,4.666666666666667,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0
195351,3.0,3.5,2.8,4.0,4.0,0.0,0.0,4.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98669,3.7989130434782608,3.766129032258065,3.976744186046512,3.9444444444444446,3.6666666666666665,3.7222222222222223,3.692307692307693,3.8571428571428568,3.8125,3.8333333333333335,3.5625,3.571428571428572,4.0,3.5,3.875,0.0,4.0,3.875,0.0,4.5
258114,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33566,3.5694444444444446,3.5789473684210527,3.807692307692308,2.9375,3.375,3.625,2.833333333333333,4.0,4.0,4.0,3.0,3.6666666666666665,3.75,2.0,0.0,3.5,0.0,3.5,0.0,0.0
67356,4.4,5.0,4.5,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86618,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
