,Drama,Comedy,Action,Crime,Adventure,Fantasy,Horror,Thriller,Romance,Western,Documentary,Science Fiction,TV Movie,Animation,Music,Foreign,War,Mystery,Family,History,cluster
41365,0.8181818181818181,0.75,0.8,0.6,0.8,0.6,0.8,0.7333333333333333,0.75,0.0,0.0,1.0,0.0,0.8,0.0,0.0,1.0,1.0,0.9,1.0,-1
116461,0.923076923076923,0.8875,0.9666666666666666,1.0,0.85,0.9,0.9,0.96,0.9199999999999999,0.85,0.0,0.85,0.0,0.9,0.0,0.0,0.0,0.9333333333333333,0.9,0.0,-1
101044,0.8846153846153847,0.9440559440559441,0.9230769230769231,0.8365384615384616,0.8769230769230769,0.8538461538461539,1.0,0.9692307692307693,0.9230769230769231,1.0,0.8461538461538461,0.7307692307692308,0.9230769230769231,0.9807692307692308,0.7692307692307692,0.0,0.9230769230769231,0.858974358974359,0.8942307692307693,0.8653846153846154,-1
163782,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58
231153,0.7,1.0,0.8,0.0,0.8,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
90225,0.7190476190476192,0.75,0.6909090909090909,0.7166666666666666,0.8,0.625,0.4666666666666666,0.7266666666666666,0.7333333333333333,0.0,0.0,0.775,0.0,0.0,0.95,0.0,0.0,0.82,0.85,1.0,67
254659,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92
100806,0.6076923076923076,0.7333333333333333,0.55,0.7,0.7,0.6333333333333333,0.9,0.35,0.8,0.0,0.0,0.7,0.0,0.4,0.0,0.0,0.55,1.0,1.0,0.7,-1
26567,0.9545454545454544,0.875,0.909090909090909,0.903846153846154,0.90625,0.75,1.0,1.0,1.0,0.0,0.75,0.9285714285714284,0.0,0.0,0.75,0.0,1.0,0.95,1.0,0.75,-1
195874,0.6571428571428571,0.6857142857142857,1.0,1.0,1.0,0.0,0.0,0.7333333333333333,0.65,0.0,1.0,0.0,0.0,0.0,0.8,0.0,0.0,0.6,0.0,0.6,-1
52345,0.805,0.76,0.7166666666666666,0.7333333333333333,0.6727272727272728,0.7,0.5333333333333333,0.7538461538461537,0.8099999999999999,0.6,1.0,0.8,0.0,0.4,0.8,0.0,0.7,0.6727272727272728,0.6,0.8,46
92815,0.85,1.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
197580,0.7111111111111111,0.8,0.8,0.8,0.8,0.6,0.0,0.6666666666666666,0.72,0.0,1.0,0.4,0.0,0.6,1.0,0.0,0.4,0.4,0.6,0.4,80
46963,0.8930041152263374,0.8888888888888888,0.911111111111111,0.9305555555555556,0.8055555555555556,0.8055555555555556,0.8888888888888888,0.9166666666666666,0.8888888888888888,1.0,0.0,0.925925925925926,0.0,0.6666666666666666,0.8888888888888888,0.0,0.0,0.9629629629629629,0.7222222222222222,0.8888888888888888,-1
45930,0.7371428571428571,0.7666666666666667,0.6222222222222222,0.775,0.6,0.7,0.7,0.6909090909090909,0.65,0.0,1.0,0.7333333333333333,0.0,0.9,0.6,0.0,0.8,0.8666666666666666,0.7,0.7,20
239728,0.575,0.5,0.7666666666666667,0.8,0.0,0.7333333333333333,0.9,0.7666666666666667,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6333333333333333,0.0,21
26536,0.9126984126984127,0.888888888888889,0.8787393162393162,0.9038461538461539,0.9304029304029305,0.904183535762483,0.9111721611721612,0.8898944193061841,0.8974358974358975,0.9340659340659342,0.9664694280078895,0.9286209286209286,0.982905982905983,1.0,0.8974358974358975,0.9340659340659342,0.9294871794871795,0.8678500986193294,0.9379217273954116,0.9134615384615384,-1
58889,0.8070175438596491,0.8765432098765432,0.7407407407407407,0.6296296296296295,0.7777777777777778,0.0,0.8888888888888888,0.7692307692307693,0.873015873015873,1.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.7777777777777778,0.8148148148148148,1.0,1.0,-1
248728,0.7,0.0,0.0,0.6,1.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.6,0.0,0.0,-1
120149,0.9,0.0,0.4,1.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.8,0.0,0.7,0.0,0.0,-1
174345,1.0,0.8,0.4,0.4,0.0,0.2,0.6,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1
67875,0.6833333333333333,0.4,0.0,0.55,0.45,0.1,0.0,0.1,0.7666666666666667,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,1.0,0.15,0.0,71
43897,0.7777777777777777,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,-1
77277,0.9199999999999999,0.9,0.0,0.8,1.0,0.8,0.0,0.8,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,12
51604,0.8597883597883598,0.8571428571428571,1.0,0.8843537414965984,0.7936507936507935,0.7142857142857143,0.9523809523809523,0.9523809523809523,0.9126984126984127,0.9523809523809523,0.9523809523809523,0.8441558441558441,0.0,0.0,0.7142857142857143,0.0,0.0,0.8333333333333333,0.5952380952380952,0.9523809523809523,-1
24707,0.8,0.76,0.6857142857142857,1.0,0.7,0.7,0.7333333333333333,0.7428571428571427,0.8,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.6,0.8,0.8,0.6,82
96540,0.8272727272727274,0.7666666666666667,0.62,0.7857142857142858,0.6666666666666666,0.8,0.8,0.7111111111111111,0.76,0.7,1.0,0.8333333333333334,0.0,0.8,0.0,0.8,1.0,0.55,0.0,0.0,87
30617,0.8501699854298204,0.8227370689655172,0.8170302603800143,0.8541114058355439,0.8589341692789969,0.9014778325123153,0.8390804597701149,0.8525564803804995,0.8660098522167489,0.7931034482758621,0.7965517241379311,0.865203761755486,0.6206896551724138,1.0,0.7844827586206897,0.8275862068965518,0.6206896551724138,0.941923774954628,0.7957559681697614,0.896551724137931,-1
203872,0.8666666666666666,0.6,0.7,1.0,0.85,0.7,0.0,0.7,0.85,0.0,0.0,0.85,0.0,0.7,1.0,0.8,0.0,1.0,0.0,0.0,68
199660,0.8284023668639053,0.8974358974358974,0.8391608391608391,0.676923076923077,0.8671328671328672,0.9743589743589743,0.46153846153846156,0.8391608391608391,0.9704142011834319,0.6153846153846154,0.0,0.8717948717948717,0.9230769230769231,0.0,0.6153846153846154,0.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1.0,-1
133543,0.76,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
131779,0.7571428571428571,0.76,0.8,1.0,0.0,0.0,0.8,0.7833333333333333,0.8666666666666666,0.7,0.0,0.9,0.0,0.0,0.6,0.0,0.0,0.8,0.0,0.6,-1
26661,0.9159836065573772,0.8823529411764706,0.9464285714285714,0.9375,0.9513888888888888,0.9625,0.8557692307692308,0.921875,0.8823529411764706,0.9375,0.85,1.0,0.84375,0.875,0.875,0.888888888888889,0.9,1.0,0.9375,0.90625,-1
50711,0.8,0.8666666666666666,0.9,0.9,1.0,1.0,0.85,0.8,0.9,0.0,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.85,1.0,0.0,-1
104074,0.817857142857143,0.8785714285714286,0.8419354838709678,0.8833333333333335,0.7657894736842107,0.9125000000000001,0.9750000000000001,0.8681818181818182,0.8470588235294118,0.9750000000000001,0.925,0.8653846153846154,0.0,0.8625,0.9000000000000001,0.8250000000000001,0.8250000000000001,1.0,0.5625,0.775,-1
95055,0.9388888888888888,0.911111111111111,0.8703703703703703,0.9206349206349207,0.8194444444444444,1.0,0.8333333333333334,0.9494949494949494,0.9333333333333333,0.8888888888888888,1.0,0.8518518518518519,0.0,0.0,1.0,0.8888888888888888,1.0,1.0,0.7777777777777778,0.9444444444444444,-1
26870,0.7130434782608697,0.725,0.8222222222222222,0.7777777777777778,0.6285714285714287,0.8,0.6,0.8400000000000001,0.7,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.72,0.0,0.5,20
123292,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91
156538,0.7320261437908497,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.6666666666666666,1.0,0.8888888888888888,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.8333333333333334,0.5555555555555556,0.7222222222222222,70
136651,0.9555555555555555,0.8888888888888888,0.8888888888888888,1.0,0.9444444444444444,0.8888888888888888,0.8333333333333334,0.8666666666666667,0.9444444444444444,0.0,0.8888888888888888,0.7777777777777778,0.0,0.8888888888888888,0.0,1.0,1.0,0.8888888888888888,0.0,0.0,-1
73878,0.9125,0.95,1.0,0.0,0.9,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.9,-1
13083,0.8271604938271605,0.7777777777777778,0.8148148148148148,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.8148148148148148,1.0,0.0,0.6666666666666666,0.8518518518518519,0.0,0.0,0.6666666666666666,0.0,0.0,0.9444444444444444,0.8888888888888888,0.0,52
233500,0.7333333333333333,1.0,0.6,0.0,0.6,0.8,0.0,0.0,1.0,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,15
40676,0.8486842105263159,0.7916666666666666,0.8804347826086957,0.8152173913043478,0.9107142857142858,0.8653846153846154,0.9166666666666666,0.8486842105263159,0.8482142857142858,0.5,1.0,0.85,0.0,0.95,0.7083333333333333,0.875,0.75,0.909090909090909,0.8214285714285714,0.9166666666666666,-1
76816,0.8663434903047093,0.7662538699690403,0.8289473684210528,0.8796992481203008,0.9947368421052634,0.9812030075187973,1.0,0.8720095693779906,0.8289473684210528,0.0,0.9473684210526317,0.7894736842105264,0.7105263157894738,0.8289473684210528,0.7894736842105264,0.7105263157894738,0.8289473684210528,0.9276315789473686,0.8458646616541357,0.8526315789473686,-1
234383,0.5416666666666666,1.0,0.0,0.25,1.0,1.0,0.0,0.25,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,-1
257087,0.6444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.0,0.0,0.0,0.6666666666666666,0.5555555555555556,0.0,0.8888888888888888,1.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,93
17993,0.8703703703703703,0.925925925925926,0.7222222222222222,0.0,0.6666666666666666,0.0,0.0,0.8148148148148148,1.0,0.0,0.7777777777777778,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7777777777777778,35
220253,0.6685714285714285,0.744,0.7799999999999999,0.6,0.6,0.36,0.96,0.7799999999999999,0.7599999999999999,0.0,0.0,0.744,0.0,0.0,0.84,0.0,0.0,1.0,0.36,0.0,55
234435,0.8400000000000001,0.75,0.8,0.9,0.8,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,-1
31586,0.85,0.9,1.0,0.8333333333333334,1.0,0.0,0.0,0.9400000000000001,0.85,1.0,0.0,0.9666666666666666,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.6,-1
211177,0.7474747474747476,0.8333333333333334,0.9166666666666666,0.8888888888888888,0.0,0.0,0.5555555555555556,0.8888888888888888,0.8222222222222223,1.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.6111111111111112,-1
47646,0.864864864864865,0.8897058823529411,0.925,0.8977272727272728,0.921875,1.0,1.0,0.9083333333333332,0.8482142857142858,0.0,1.0,0.9642857142857142,0.0,0.0,0.725,0.0,1.0,0.975,0.75,0.8125,-1
74539,0.86,0.8666666666666666,0.95,0.8,0.8,0.7333333333333333,0.9,0.9142857142857143,0.85,0.0,0.8,1.0,0.0,0.0,0.8,0.0,1.0,0.9333333333333333,0.6,0.9,-1
74140,0.7626262626262625,0.7142857142857143,0.6944444444444444,0.7222222222222222,0.6444444444444444,0.48148148148148145,0.6666666666666666,0.691358024691358,0.7222222222222222,0.0,0.6666666666666666,1.0,0.0,0.0,0.7777777777777778,0.0,0.7777777777777778,0.5277777777777778,0.7777777777777778,0.7777777777777778,93
150606,0.7857142857142858,0.9,0.888888888888889,0.875,0.875,0.625,1.0,0.875,0.8333333333333333,0.0,0.75,0.78125,0.0,1.0,0.5,0.0,0.6666666666666666,0.8125,1.0,0.5,34
142019,0.64,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1
47295,0.8421052631578947,0.8222222222222222,0.9,0.8666666666666666,0.8,0.9333333333333333,0.9,0.9714285714285713,0.9199999999999999,0.6,1.0,0.8,0.0,0.0,1.0,0.0,0.0,0.8666666666666666,0.0,0.0,-1
178673,0.7333333333333333,0.6875,0.8,0.6571428571428571,0.8,0.6,0.7,0.6714285714285714,0.8,0.0,1.0,0.65,0.0,0.7,0.8,0.0,0.5,0.8,1.0,0.7333333333333333,46
33537,0.7777777777777778,0.79,0.7647058823529411,0.7428571428571427,0.6533333333333333,0.775,0.8888888888888891,0.8,0.7222222222222222,1.0,1.0,0.78,0.0,0.85,0.6,0.0,0.7,0.7833333333333333,0.7714285714285714,0.7,76
187527,0.7928571428571428,0.8571428571428571,0.8571428571428571,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9107142857142857,0.7142857142857142,0.0,0.0,0.8571428571428571,0.0,1.0,0.0,0.0,0.0,0.75,0.8571428571428571,0.0,-1
11300,0.7625,0.6636363636363637,0.7,0.525,0.4333333333333333,0.85,0.9,0.7,0.7,0.75,0.0,0.775,0.8,0.0,0.0,1.0,0.0,0.6833333333333333,0.0,0.8,9
173098,0.9047619047619047,0.8518518518518519,0.8444444444444444,0.925925925925926,0.8333333333333334,0.8888888888888888,1.0,0.9206349206349207,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0,-1
131371,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1
96440,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
83980,0.8765432098765432,0.9074074074074073,0.8888888888888888,0.8055555555555556,0.8888888888888888,0.8888888888888888,0.0,1.0,0.8888888888888888,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,2
140477,0.8571428571428571,0.85,0.9,0.9,0.9,0.9,0.6,1.0,0.8400000000000001,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,25
123386,0.8342245989304813,0.8235294117647058,0.47058823529411764,0.784313725490196,0.0,0.23529411764705882,0.9411764705882353,0.7899159663865545,0.8235294117647058,0.6470588235294118,0.8823529411764706,1.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,13
64057,0.7368421052631579,0.7208931419457736,0.6889952153110048,0.6973684210526315,0.7669172932330828,0.7017543859649122,0.7485380116959065,0.7518796992481205,0.7807017543859649,0.3157894736842105,0.8421052631578947,0.6616541353383459,0.0,1.0,0.37894736842105264,0.0,0.0,0.8026315789473685,0.6081871345029239,0.47368421052631576,21
157658,0.76,0.8,0.0,0.0,0.2,0.5,1.0,1.0,0.8,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.6666666666666666,0.2,0.0,-1
105379,0.75,0.6666666666666666,0.0,0.0,0.75,0.0,1.0,1.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.75,0.0,0.75,0.0,51
77729,0.875,1.0,0.9,0.8,0.0,0.0,0.0,0.8333333333333334,0.9,0.9,0.0,0.9,0.0,0.1,0.0,0.0,0.0,1.0,0.1,0.7,-1
90163,0.9014891179839633,0.8992248062015504,0.8538011695906433,0.9215686274509804,0.8666666666666667,0.8803418803418803,0.8823529411764706,0.8977777777777778,0.872053872053872,0.8703703703703703,0.911111111111111,0.8695652173913043,0.7222222222222222,0.925925925925926,0.75,0.8888888888888888,1.0,0.9365079365079365,0.9583333333333334,0.8194444444444444,-1
137958,0.925925925925926,1.0,0.8333333333333334,0.8888888888888888,0.8888888888888888,0.0,0.4444444444444444,0.925925925925926,0.6666666666666666,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1
193124,0.6666666666666666,0.8214285714285714,1.0,1.0,0.21428571428571427,0.0,0.0,0.14285714285714285,0.7142857142857143,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,24
60486,0.8180327868852457,0.7970588235294117,0.82,0.7565217391304347,0.7111111111111111,0.7,0.725,0.8074074074074075,0.8090909090909092,0.95,0.5599999999999999,0.7071428571428571,0.8,1.0,0.85,0.6,0.8,0.7538461538461537,0.675,0.9,-1
246002,0.9375,0.625,0.8125,1.0,1.0,0.75,0.0,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.875,30
188565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94
261184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
262802,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
173450,0.775,0.76,0.7333333333333333,0.6,0.95,1.0,0.8,0.8,0.6,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.9,0.0,-1
4542,0.7641025641025642,0.75,0.7777777777777778,0.8,0.6888888888888889,0.7,0.85,0.85,0.75,1.0,0.0,0.7833333333333333,0.0,0.0,0.0,0.0,0.9,0.7777777777777778,0.65,0.6,26
231402,0.8666666666666666,0.8,0.9,0.0,1.0,0.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
126961,0.0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91
22343,0.6689655172413793,0.7294117647058824,0.5454545454545454,0.72,0.4666666666666666,0.52,0.6666666666666666,0.5294117647058825,0.36,0.2,0.2,0.41666666666666663,0.0,0.8666666666666666,0.5,0.0,1.0,0.6799999999999999,0.8666666666666666,0.0,87
206911,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1
243769,0.7166666666666666,0.4,0.4,0.0,0.7,0.0,0.0,0.4,0.85,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,80
2090,0.8375,0.76,0.95,0.9,1.0,0.0,0.8,0.95,0.76,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11
218663,0.82,0.6666666666666666,0.6,0.95,0.5333333333333333,0.45,0.8,0.7,1.0,0.0,0.0,0.6666666666666666,0.9,0.8,0.0,0.0,0.8,0.8,0.5,0.8,-1
208310,0.9600000000000002,0.9750000000000001,0.8,1.0,0.9000000000000001,0.0,0.30000000000000004,0.7500000000000001,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.9000000000000001,0.0,34
41387,0.8156862745098038,0.8666666666666666,1.0,0.8125,0.682828282828283,0.7222222222222222,0.5777777777777777,0.8125,0.8345679012345678,0.0,0.6740740740740739,0.8185185185185184,0.0,0.28888888888888886,0.5777777777777777,0.0,0.8666666666666666,0.8666666666666666,0.8666666666666666,0.8666666666666666,85
12102,0.7368421052631579,0.6818181818181818,0.6875,0.75,0.6,0.25,0.625,0.6111111111111112,0.7222222222222222,1.0,0.0,0.5357142857142857,0.0,1.0,0.0,0.0,0.0,0.8125,0.5,0.25,77
36317,0.8271604938271605,0.7986111111111112,0.8944444444444445,0.8787878787878789,0.8425925925925926,0.7936507936507938,0.7037037037037037,0.9064327485380114,0.7916666666666666,0.8888888888888888,0.7777777777777778,0.8989898989898991,1.0,0.0,0.925925925925926,0.0,1.0,0.9012345679012346,0.6444444444444444,0.0,-1
137341,1.0,0.8888888888888888,1.0,1.0,1.0,0.8888888888888888,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,25
198081,0.421875,0.59375,0.8125,0.375,0.8125,0.0,0.0,0.4375,0.125,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,71
148359,0.8333333333333334,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.8444444444444444,0.7407407407407407,0.0,0.8888888888888888,0.0,0.0,0.8888888888888888,0.8888888888888888,0.0,0.6666666666666666,0.0,0.0,0.7777777777777778,0.6666666666666666,0.6666666666666666,1.0,81
137500,0.9266666666666666,0.9799999999999999,0.9942857142857143,0.9428571428571428,0.9199999999999999,1.0,0.8999999999999999,0.9333333333333332,0.9839999999999999,0.84,0.0,0.84,0.84,0.84,0.96,0.0,0.0,0.96,0.84,0.9199999999999999,-1
62995,0.8360655737704918,0.8095238095238096,0.8,0.7894736842105263,0.8111111111111111,0.7625,0.8333333333333334,0.8137931034482758,0.8,1.0,0.7333333333333333,0.85,0.0,0.8,0.75,0.0,0.7333333333333333,0.8,0.7333333333333333,0.8,77
14792,0.6533018867924529,0.6578947368421052,0.7261904761904762,0.7083333333333333,0.775,0.8333333333333333,0.6666666666666666,0.6931818181818182,0.6875,0.59375,0.4166666666666667,0.7625,1.0,0.0,0.625,0.0,0.375,0.6770833333333333,0.7708333333333333,0.5,78
210642,0.8400000000000001,0.8,0.7454545454545454,1.0,0.8,0.6,0.8,0.7333333333333333,0.8,0.0,0.6,0.5666666666666667,0.0,0.0,0.4,0.0,1.0,0.6,0.0,0.0,-1
38640,0.7428571428571429,0.7894736842105263,0.7727272727272728,0.84375,0.7777777777777778,0.5,0.5,0.7666666666666667,0.75,0.75,0.75,0.65,0.5,0.0,1.0,0.5,0.9166666666666666,0.95,0.5833333333333333,0.75,14
85970,0.9142857142857143,0.8190476190476192,0.8888888888888888,0.48000000000000004,0.5777777777777777,0.0,0.13333333333333333,0.7555555555555554,1.0,0.0,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.0,0.26666666666666666,0.9333333333333333,0.0,-1
78655,0.875,0.828125,0.8541666666666666,0.84375,0.85,0.0,0.75,0.8541666666666666,0.8125,0.875,0.875,1.0,0.75,0.0,0.875,0.0,0.875,0.7916666666666666,0.875,0.75,93
195113,0.8881578947368421,0.9464285714285714,0.84375,0.8214285714285714,0.8125,0.0,0.625,0.9204545454545454,0.9,0.0,0.25,0.875,0.0,0.0,0.0,1.0,0.75,0.96875,0.875,0.96875,-1
258926,0.8666666666666666,0.9,0.0,0.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,15
56086,0.868421052631579,0.9473684210526315,0.9473684210526315,0.0,0.631578947368421,0.0,0.0,1.0,0.8947368421052632,0.9473684210526315,0.0,0.8421052631578947,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.631578947368421,0.0,-1
70373,0.9739130434782608,0.9378396739130436,0.9864130434782609,0.9983695652173913,0.9187643020594967,0.9565217391304348,0.8967391304347826,0.9730134932533733,0.9337474120082816,0.996376811594203,0.8608695652173913,1.0,0.0,0.8967391304347826,0.8768115942028986,0.996376811594203,0.657608695652174,0.9923913043478262,0.9565217391304348,0.8967391304347826,-1
205539,0.72,0.75,0.9,0.7,1.0,0.0,0.5,0.6,0.9,0.9,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,-1
13423,0.8545751633986929,0.8431372549019607,0.8764705882352941,0.8781512605042016,0.8823529411764706,0.9117647058823529,0.7294117647058824,0.8235294117647058,0.908235294117647,0.9411764705882353,0.7352941176470589,0.8366013071895425,0.7058823529411765,1.0,0.8823529411764706,0.7058823529411765,0.8235294117647058,0.784313725490196,0.8627450980392156,0.8823529411764706,-1
107085,0.9042553191489363,0.90625,0.9318181818181818,0.890625,0.9305555555555556,0.9,0.85,0.9097222222222222,0.9431818181818182,0.9375,0.75,0.95,0.9375,1.0,0.7916666666666666,1.0,0.96875,0.984375,1.0,0.90625,-1
113618,0.9306122448979592,0.963265306122449,0.9566326530612246,0.9607535321821038,0.9551020408163265,0.9387755102040818,0.8816326530612246,0.9142857142857143,0.9271137026239067,0.0,0.8571428571428572,1.0,0.0,0.0,0.9387755102040818,0.979591836734694,0.9183673469387755,0.979591836734694,0.8571428571428572,0.979591836734694,0
238470,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88
141658,0.7976190476190477,0.6928104575163397,0.7888888888888889,0.7777777777777778,0.6388888888888888,0.7111111111111111,0.4444444444444444,0.7283950617283951,0.9888888888888889,0.8888888888888888,0.2222222222222222,0.625,0.0,1.0,0.0,0.4444444444444444,1.0,0.8,1.0,0.8888888888888888,-1
148730,0.58,0.64,0.6857142857142857,0.5,0.72,0.75,0.6,0.6,0.5333333333333333,0.0,0.4,0.72,0.6,0.0,0.55,0.6,0.6,0.76,1.0,0.5,7
149440,0.65,0.0,0.75,0.0,0.8125,0.75,1.0,0.6875,0.25,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.8333333333333333,0.0,0.75,-1
233573,0.7,0.0,0.8,0.0,0.9,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.4,0.0,1.0,0.0,0.0,48
5536,0.802247191011236,0.8217391304347826,0.8258064516129032,0.7833333333333333,0.7857142857142858,0.8533333333333333,0.7882352941176471,0.8,0.8258064516129032,0.7333333333333333,1.0,0.7368421052631577,0.0,0.8800000000000001,0.8,0.0,0.0,0.7857142857142858,0.8571428571428571,0.8800000000000001,46
156298,0.7857142857142858,0.8,0.7428571428571427,0.8666666666666666,0.8,0.9333333333333333,0.0,0.7714285714285714,0.8666666666666666,0.0,0.6,1.0,0.0,0.8,0.9,0.0,0.0,0.9,0.9,0.7333333333333333,-1
237490,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88
